product_id,url,title,rating,reviews,initial_price,final_price,currency,image_url,seller_name,product_specifications,product_description,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,colors,variations,color,returns_and_warranty,is_super_seller,promotions,brand,product_variation,lazmall,domain,number_sold,gmv,seller_id,category_path,category_name,category_id,category_name_cat,parent_category_id,level,category_path_cat
11,https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s14288476736.html,"handel lojel warna,handel koper, handel koper viber, sparepart koper",4.6,15,2.41,2.41,usd,"[""https://img.lazcdn.com/g/ff/kf/s8a6c5b64363b4ac0b77f4da0a380d272g.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[{""name"":""merek"",""value"":""tidak ada merk""},{""name"":""sku"",""value"":""7578640280_id-14521834361""}]",tidak ada merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,100.0,100.0,7578640280_id-14288476736,7578640280,,"[{""name"":""handel"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tidak ada merk,"[{""name"":""handel"",""value"":""lojel peach""}]",0,https://www.lazada.co.id,56,134.82,3,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
12,https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s14521834361.html,"handel lojel warna,handel koper, handel koper viber, sparepart koper",4.6,15,2.41,2.41,usd,"[""https://img.lazcdn.com/g/ff/kf/s8a6c5b64363b4ac0b77f4da0a380d272g.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[{""name"":""merek"",""value"":""tidak ada merk""},{""name"":""sku"",""value"":""7578640280_id-14521834361""}]",tidak ada merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,100.0,100.0,7578640280_id-14521834361,7578640280,,"[{""name"":""handel"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tidak ada merk,"[{""name"":""handel"",""value"":""lojel grey""}]",0,https://www.lazada.co.id,56,134.82,3,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
13,https://www.lazada.co.id/products/transistor-md1803dfx-bodi-besar-super-original-baru-i6870220823-s13019496532.html,transistor md1803dfx bodi besar super original  baru,5.0,21,0.84,0.84,usd,"[""https://img.lazcdn.com/g/ff/kf/s8c26a0c3aa54470abd992d443b9b6a19i.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/s8c26a0c3aa54470abd992d443b9b6a19i.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/sb6dd8f488e5d4f9c84ba585ef6380fbdf.jpg_120x120q80.jpg_.webp""]",yudiana yudi sperpat elektronik,"[{""name"":""merek"",""value"":""tr""},{""name"":""sku"",""value"":""6870220823_id-13019496532""},{""name"":""tv resolution"",""value"":""hd (720p)""},{""name"":""ukuran layar (inci)"",""value"":""21 inci""},{""name"":""fitur tv"",""value"":""televisi digital""},{""name"":""jenis garansi"",""value"":""tidak ada jaminan""}]",tr. transistor horizontal tv polytron d5024 body besar. transistor horisontal tv polytron 29 inch. transistor horisontal 1803dhi. tv poliyron 43 inch android. transistor md2009dfx,0.96,100.0,100.0,6870220823_id-13019496532,6870220823,,[],,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tr,[],0,https://www.lazada.co.id,57,47.87,1,"[""televisi & video"", ""televisi digital""]",televisi digital,2,Televisi Digital,1.0,2,"[""Televisi & Video"", ""Televisi Digital""]"
14,https://www.lazada.co.id/products/transistor-tr-tt2140-new-original-i6872610872-s13613652704.html,transistor tr tt2140 new original,4.6,17,0.7,0.7,usd,"[""https://img.lazcdn.com/g/ff/kf/s61d4cb6ecd434d06955d507d836f9ce8r.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/s61d4cb6ecd434d06955d507d836f9ce8r.jpg_80x80q80.jpg_.webp""]",yudiana yudi sperpat elektronik,"[{""name"":""merek"",""value"":""tr""},{""name"":""sku"",""value"":""6872610872_id-13613652704""},{""name"":""tv resolution"",""value"":""hd (720p)""},{""name"":""ukuran layar (inci)"",""value"":""21 inch""},{""name"":""fitur tv"",""value"":""televisi digital""},{""name"":""jenis garansi"",""value"":""tidak ada jaminan""}]",tr. mesin tv polytron u slim 21 inch. mesin tv polytron u slim 21 in. tv 40 inch terbaru digital,0.96,100.0,100.0,6872610872_id-13613652704,6872610872,,[],,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tr,[],0,https://www.lazada.co.id,73,51.09,1,"[""televisi & video"", ""televisi digital""]",televisi digital,2,Televisi Digital,1.0,2,"[""Televisi & Video"", ""Televisi Digital""]"
15,https://www.lazada.co.id/products/transistor-tr-d5024-original-new-bodi-kecil-i6872618914-s13568330854.html,transistor tr d5024 original new ( bodi kecil),4.8,45,0.56,0.56,usd,"[""https://img.lazcdn.com/g/ff/kf/sa1acfdfeabad474691a9987f22062159h.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/sa1acfdfeabad474691a9987f22062159h.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/s2d0cd705ce23483ab29f3d86f8e2a7cc2.jpg_120x120q80.jpg_.webp""]",yudiana yudi sperpat elektronik,"[{""name"":""merek"",""value"":""tr""},{""name"":""sku"",""value"":""6872618914_id-13568330854""},{""name"":""tv resolution"",""value"":""hd (720p)""},{""name"":""ukuran layar (inci)"",""value"":""21 inci""},{""name"":""fitur tv"",""value"":""televisi digital""},{""name"":""jenis garansi"",""value"":""tidak ada jaminan""}]",tr. transistor horisontal tv polytron 29 inch. transistor horizontal tv polytron d5024. transistor horisontal tv cabutan d5024. transistor horisontal tv lg slim. mesin tv tabung digital 29 inch,0.96,100.0,100.0,6872618914_id-13568330854,6872618914,,[],,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tr,[],0,https://www.lazada.co.id,202,113.1,1,"[""televisi & video"", ""televisi digital""]",televisi digital,2,Televisi Digital,1.0,2,"[""Televisi & Video"", ""Televisi Digital""]"
16,https://www.lazada.co.id/products/transistor-tr-d2499-new-original-super-i6870226939-s13613624499.html,transistor tr d2499 new original super,4.8,21,0.67,0.67,usd,"[""https://img.lazcdn.com/g/ff/kf/s0383a385235f4876b8f37af9ef6279956.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/s0383a385235f4876b8f37af9ef6279956.jpg_120x120q80.jpg_.webp""]",yudiana yudi sperpat elektronik,"[{""name"":""merek"",""value"":""tr""},{""name"":""sku"",""value"":""6870226939_id-13613624499""},{""name"":""fitur tv"",""value"":""televisi digital""},{""name"":""ukuran layar (inci)"",""value"":""21 inci""},{""name"":""tv resolution"",""value"":""hd (720p)""},{""name"":""jenis garansi"",""value"":""tidak ada jaminan""}]",tr. tv tabung polytron 24 inch slim. bahagia elektronik jatinegara. tv lg 42 inch terbaru digital. tv tabung digital murah 32 in. mesin tv samsung 29 inch slim,0.96,100.0,100.0,6870226939_id-13613624499,6870226939,,[],,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tr,[],0,https://www.lazada.co.id,73,49.05,1,"[""televisi & video"", ""televisi digital""]",televisi digital,2,Televisi Digital,1.0,2,"[""Televisi & Video"", ""Televisi Digital""]"
17,https://www.lazada.co.id/products/gacun-4-kabel-lcdled-mk4-130wat-50-original-gacun-i7128214936-s13433212293.html,"gacun 4 kabel lcd/led mk4 130wat (50"") original gacun",5.0,6,2.8,2.8,usd,"[""https://img.lazcdn.com/g/ff/kf/sec8d7b9e4195403f921e3e9397abf3f0r.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/sec8d7b9e4195403f921e3e9397abf3f0r.jpg_120x120q80.jpg_.webp""]",yudiana yudi sperpat elektronik,"[{""name"":""merek"",""value"":""tr""},{""name"":""sku"",""value"":""7128214936_id-13433212293""},{""name"":""fitur tv"",""value"":""televisi digital""},{""name"":""ukuran layar (inci)"",""value"":""50inci""},{""name"":""tv resolution"",""value"":""hd penuh (1080p)""},{""name"":""jenis garansi"",""value"":""tidak ada jaminan""}]",tr. gacun 3 kabel tv led 32 inch. gacun tv tabung 29 inch. gacun tikon vgh tv led. coca smart tv 43 inch. gacun tv 21 tabung,0.96,100.0,100.0,7128214936_id-13433212293,7128214936,,[],,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tr,[],0,https://www.lazada.co.id,17,47.59,1,"[""televisi & video"", ""televisi digital""]",televisi digital,2,Televisi Digital,1.0,2,"[""Televisi & Video"", ""Televisi Digital""]"
18,https://www.lazada.co.id/products/tinta-printer-hp-original-682-hitam-black-twin-pack-cartridge-asli-official-i2984200288-s13976190075.html,tinta printer hp original 682 hitam black / twin pack / cartridge asli official,4.9,298,17.19,17.19,usd,"[""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a4be95f3af19315ae5f9050f9fda2a80.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fbc36a3a86ff9c6dfbb5824f7f7e429b.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7db3205fcce4f9504bc01ed226b213f6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/bc9dfd49c838b7e6198b25e5c2ba2ec6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d330e64ad481b07b2ab3a435e1bd499f.jpg_120x120q80.jpg_.webp""]",hp,"[{""name"":""merek"",""value"":""hp""},{""name"":""sku"",""value"":""2984200288_id-13976190075""},{""name"":""gtin"",""value"":""0195161167195""},{""name"":""model"",""value"":""hp 682""},{""name"":""tipe garansi"",""value"":""garansi produsen lokal""}]","hp. catridge printer hp deskjet f2410. cartridge hp ink tank 315 hitam. cartridge hp ink tank 315 warna. tinta hp ink tank 315 original. catrid printer hp deskjet 2775. dapatkan pencetakan volume tinggi tanpa kekacauan. hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli hp dan printer yang dirancang bersama-sama untuk hasil yang konsisten. dapatkan kualitas yang anda harapkan dari hp. kartrid tinta hp asli memberikan dokumen sehari-hari berkualitas tinggi yang cepat kering dan sulit pudar selama beberapa dekade. hasil print sampai dengan ratusan halaman. dapatkan pencetakan volume tinggi tanpa kekacauan. hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli hp dan printer yang dirancang bersama-sama untuk hasil yang konsisten. dapatkan kualitas yang anda harapkan dari hp. kartrid tinta hp asli memberikan dokumen sehari-hari berkualitas tinggi yang c",0.96,100.0,100.0,2984200288_id-13976190075,2984200288,"[""hitam"",""1 hitam + 1 hitam""]","[{""name"":""warna"",""variations"":[""hitam"",""1 hitam + 1 hitam""]}]",1 hitam + 1 hitam,"[""produk original"",""berubah pikiran"",""30 hari gratis pengembalian"",""tidak ada garansi""]",1,[],hp,"[{""name"":""warna"",""value"":""1 hitam + 1 hitam""}]",1,https://www.lazada.co.id,856,14713.51,2,"[""pencetak & monitor"", ""tinta printer"", ""kartrid tinta""]",kartrid tinta,13,Kartrid Tinta,12.0,3,"[""Pencetak & Monitor"", ""Tinta Printer"", ""Kartrid Tinta""]"
19,https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s13990362202.html,"handel lojel warna,handel koper, handel koper viber, sparepart koper",4.6,15,2.41,2.41,usd,"[""https://img.lazcdn.com/g/ff/kf/s8a6c5b64363b4ac0b77f4da0a380d272g.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[{""name"":""merek"",""value"":""tidak ada merk""},{""name"":""sku"",""value"":""7578640280_id-14521834361""}]",tidak ada merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,100.0,100.0,7578640280_id-13990362202,7578640280,,"[{""name"":""handel"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tidak ada merk,"[{""name"":""handel"",""value"":""lojel orange""}]",0,https://www.lazada.co.id,56,134.82,3,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
20,https://www.lazada.co.id/products/as-roda-baut-roda-koperrivet-tas-besi-roda-koper-i8112404633-s14504162571.html,"as roda, baut roda koper,rivet tas, besi roda koper",5.0,1,0.14,0.14,usd,"[""https://img.lazcdn.com/g/p/1d4a0fada06e8bd8a6d9fea41d313109.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/1d4a0fada06e8bd8a6d9fea41d313109.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c449f6b6279f4d1db588d4b8e9d3f450.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e77166bc264fe33ce54c2dd92e1dc51e.jpg_120x120q80.jpg_.webp""]",dewi05588,"[{""name"":""merek"",""value"":""tidak ada merk""},{""name"":""sku"",""value"":""8112404633_id-14560344859""}]",tidak ada merk. tas sekolah model koper anak sd. baut roda traktor quick g 1000. baut roda untuk sekuter anak. troli koper polo pengganti. baut roda mobil kunci 19,0.96,100.0,100.0,8112404633_id-14504162571,8112404633,,"[{""name"":""as"",""variations"":[""roda 3,2cm"",""roda 3,9cm"",""roda 4,5cm"",""roda 4,7cm"",""roda 5cm"",""roda 3,5cm""]}]",,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tidak ada merk,"[{""name"":""as"",""value"":""roda 4,7cm""}]",0,https://www.lazada.co.id,12,1.68,3,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
21,https://www.lazada.co.id/products/tas-travel-anak-travel-bag-koper-selempang-winnie-the-pooh-ukuran-besar-wiwa-i406786698-s449414575.html,tas travel anak - travel bag koper selempang winnie the pooh ukuran besar - wiwa,4.9,298,5.6,3.86,usd,"[""https://img.lazcdn.com/g/p/c76359e60ee563d9d6c0a811f1b9ffa8.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c76359e60ee563d9d6c0a811f1b9ffa8.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/65517fca621871244788dce1dda9b419.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/51fac22a08d6ddd97b57d91e85894db2.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7930c449a9a41105561ac94d23b57012.jpg_120x120q80.jpg_.webp""]",wiwa,"[{""name"":""merek"",""value"":""no brand""},{""name"":""sku"",""value"":""406786698_id-449414575""},{""name"":""bahan"",""value"":""kulit""},{""name"":""ukuran koper"",""value"":""16 - 19 inci""},{""name"":""model"",""value"":""travelbag""},{""name"":""opsi pengiriman instant"",""value"":""ya""}]","travel bag / tas travel anak ukuran 40x26x15cm bahan anvas mix spon tebal antiair dilengkapi tali selempang panjang dobel resleting sehingga bisa dipasang gembok. di bagian dalam dilengapi kantong jaring lengkap dengan resleting. bagian bawah dilengkapi kaki penyangga agar tas tdk langsg menyentuh tanah atau lantai. mampu memuat kurang lebihnya 10pcs baju buat bepergian2-3hari. cocok untuk traveling, mudik, renang atau buat piknik. untuk tali selempang dan tenteng bisa berwarna merah atau hitam sesuai stok yg ada. travel bag / tas travel anakukuran 40x26x15cmbahan anvas mix spon tebal antiairdilengkapi tali selempang panjangdobel resleting sehingga bisa dipasang gembok.di bagian dalam dilengapi kantong jaring lengkap dengan resleting.bagian bawah dilengkapi kaki penyangga agar tas tdk langsg menyentuh tanah atau lantai.mampu memuat kurang lebihnya 10pcs baju buat bepergian2-3hari.cocok untuk traveling, mudik, renang atau buat piknik.untuk tali selempang dan tenteng bisa berwarna merah atau hitam sesuai stok yg ada.",0.99,100.0,,406786698_id-449414575,406786698,"[""multi warna""]","[{""name"":""warna"",""variations"":[""multi warna""]}]",multi warna,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,"[""belanja rp50.000""]",tas,"[{""name"":""warna"",""value"":""multi warna""}]",0,https://www.lazada.co.id,939,3627.6,7,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
22,https://www.lazada.co.id/products/trunki-ride-on-luggage-tas-koper-duduk-anak-i7950320981-s14363222334.html,trunki ride on luggage - tas koper duduk anak,,0,55.93,55.93,usd,"[""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8c0ebd1278fb63f7e11fbd1c59ccc2fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a233d33cb61c3e27508ddb09afe78d05.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3ecd722a256d600c02f38730ba933949.jpg_120x120q80.jpg_.webp""]",early learning centre,"[{""name"":""merek"",""value"":""elc""},{""name"":""sku"",""value"":""7950320981_id-14363222336""}]",trunki ride on luggage-tas koper duduk anak,0.91,100.0,,7950320981_id-14363222334,7950320981,"[""trixie"",""tipu tiger"",""flossi flamingo"",""bernard bee"",""rocco race care"",""police car"",""boris bus"",""pedro pirate"",""harley ladybug""]","[{""name"":""color"",""variations"":[""trixie"",""tipu tiger"",""flossi flamingo"",""bernard bee"",""rocco race care"",""police car"",""boris bus"",""pedro pirate"",""harley ladybug""]}]",trixie,"[""produk original"",""berubah pikiran"",""30 hari gratis pengembalian"",""tidak ada garansi""]",1,[],elc,"[{""name"":""color"",""value"":""trixie""}]",1,https://www.lazada.co.id,0,0.0,8,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
23,https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s13990362198.html,"handel lojel warna,handel koper, handel koper viber, sparepart koper",4.6,15,2.41,2.41,usd,"[""https://img.lazcdn.com/g/ff/kf/s8a6c5b64363b4ac0b77f4da0a380d272g.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[{""name"":""merek"",""value"":""tidak ada merk""},{""name"":""sku"",""value"":""7578640280_id-14521834361""}]",tidak ada merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,100.0,100.0,7578640280_id-13990362198,7578640280,,"[{""name"":""handel"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],tidak ada merk,"[{""name"":""handel"",""value"":""lojel biru tosca""}]",0,https://www.lazada.co.id,56,134.82,3,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
24,https://www.lazada.co.id/products/troli-roda-3-sekolah-sd-smp-troli-lipat-bahan-pvc-import-serbaguna-i8169340043-s14572608696.html,troli roda 3 sekolah sd smp troli lipat bahan pvc import serbaguna,,0,24.08,12.31,usd,"[""https://img.lazcdn.com/g/p/755b79d1007dd9df066ab44f085aaa17.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/755b79d1007dd9df066ab44f085aaa17.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/46eca87386f1ca9cad8eb37694a27bf1.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fee01d3053ff2500beab722c07efd3fa.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3cf5baf46a0e648856b288bfc6be6aa6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3460f47296e8ed630fb9b0e9a84cd678.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/096868195df15e228621c268d8155142.jpg_120x120q80.jpg_.webp""]",butterbeer.shop,"[{""name"":""merek"",""value"":""no brand""},{""name"":""sku"",""value"":""8169340043_id-14572608697""},{""name"":""bahan"",""value"":""pvc & plastik""}]","detail troli 3 roda sd smpbahan : pvcsize dapat diatur sendiri : dari 43 cm,66cm, 90cmdapat dilipatgagang trolly stainlessmempunyai 3 roda putar mohon untuk membuat video saat unboxing karena kami hanya menerima komplain jika ada video unboxing..---------------------------mohon memperhatikan variasi tas yg mau kalian beli dan deskripsi bahan masing2 kode, barang akan dicek sebelum dikirim!",0.94,100.0,,8169340043_id-14572608696,8169340043,"[""hitam"",""pink""]","[{""name"":""warna"",""variations"":[""hitam"",""pink""]}]",hitam,"[""berubah pikiran"",""7 hari gratis pengembalian"",""tidak ada garansi""]",0,[],troli,"[{""name"":""warna"",""value"":""hitam""}]",0,https://www.lazada.co.id,0,0.0,9,"[""tas & travel"", ""tas anak"", ""koper""]",koper,11,Koper,10.0,3,"[""Tas & Travel"", ""Tas Anak"", ""Koper""]"
